Parameter,ParameterCode,MethodCode,RecordingMode,CollectionDescription,AnalysisDescription,CollectionType,MethodType,ReferenceMethodID,EquivalentMethod,FederalMDL,MinValue,MaxValue,Digits,RoundTruncateIndicator,Units,CarbonNumber,ChemicalFormula,APP_A_PARAMETERS,AQIPOLLUTANTS,BPOIL,COMBINABLE,CORE_HAPS,CRITERIA,CRITERIAGAS,CRITERIAPM,CSNCARBON,CSNDART,CSNIONS,CSNTRACEELEMENTS,CYLINDER_GASES,DESIGNVALUE,HAPS,IMPROVECARBON,IMPROVE_SPECIATION,KEYSAT,MET,NATTSCOREHAPS,NATTSREQUIRED,NPAPGASES,PAH,PAMS,PAMS_VOC,PEP,PMCOARSE,PM10SPECIATION,PM10_METAL,PM2.5CONTNONREF,PM2.5MASSALLMETHODS,PM2.5MASS/QA,PMP_REQUIRED,QUICKLOOK,SANDWICH,SATWEB,SCHOOLAIRTOXICS,SPECIATION,SPECIATIONCARBON,SPECIATIONCATION/ANION,SPECIATIONMETALS,TARGETSVOC,UATMPCARBONYL,UATMPVOC,VOC,Param-Method,NAAQS
Peak Wind Gust,61105,66,Continuous,Instrumental,RM Young Ultrasonic Anemometer Model 81000,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61105-066,FALSE
Peak Wind Gust,61105,68,Continuous,Instrumental,RM Young Ultrasonic Anemometer Model 86004,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61105-068,FALSE
Peak Wind Gust,61105,69,Continuous,Instrumental,Met One AIO2 Sonic Weather Sensor,MET,,,,0.1,,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61105-069,FALSE
Std Dev Hz Wind Direction,61106,20,Continuous,INSTRUMENTAL,ARITHMETIC STANDARD DEVIATION,MET,,,,1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61106-020,FALSE
Std Dev Hz Wind Direction,61106,21,Continuous,INSTRUMENTAL,ARITH STD DEV LEVEL 1,MET,,,,1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61106-021,FALSE
Std Dev Hz Wind Direction,61106,22,Continuous,INSTRUMENTAL,ARITH STD DEV LEVEL 2,MET,,,,1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61106-022,FALSE
Std Dev Hz Wind Direction,61106,23,Continuous,INSTRUMENTAL,ARITH STD DEV LEVEL 3,MET,,,,1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61106-023,FALSE
Std Dev Hz Wind Direction,61106,30,Continuous,INSTRUMENTAL,TVA AVERAGE SIGMA METER,MET,,,,1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61106-030,FALSE
Std Dev Hz Wind Direction,61106,31,Continuous,INSTRUMENTAL,TVA AVERAGE SIGMA METER LEVEL 1,MET,,,,1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61106-031,FALSE
Std Dev Hz Wind Direction,61106,32,Continuous,INSTRUMENTAL,TVA AVERAGE SIGMA METER LEVEL 2,MET,,,,1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61106-032,FALSE
Std Dev Hz Wind Direction,61106,33,Continuous,INSTRUMENTAL,TVA AVERAGE SIGMA METER LEVEL 3,MET,,,,1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61106-033,FALSE
Std Dev Hz Wind Direction,61106,34,Continuous,INSTRUMENTAL,TVA AVERAGE SIGMA METER LEVEL 4,MET,,,,1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61106-034,FALSE
Std Dev Hz Wind Direction,61106,50,Continuous,Instrumental,Electronic or Machine average,MET,,,,1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61106-050,FALSE
Std Dev Hz Wind Direction,61106,63,Continuous,Instrumental,Climatronics,MET,,,,0.1,0,,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61106-063,FALSE
Std Dev Hz Wind Direction,61106,64,Continuous,Instrumental,AutoMet,MET,,,,0.1,0,,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61106-064,FALSE
Std Dev Hz Wind Direction,61106,66,Continuous,Instrumental,RM Young Ultrasonic Anemometer Model 81000,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61106-066,FALSE
Std Dev Hz Wind Direction,61106,68,Continuous,Instrumental,RM Young Ultrasonic Anemometer Model 86004,MET,,,,0.1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61106-068,FALSE
Std Dev Hz Wind Direction,61106,127,Continuous,Instrumental,ACOUSTIC SOUNDER,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61106-127,FALSE
Std Dev Vt Wind Direction,61107,20,Continuous,INSTRUMENTAL,ARITHMETIC STANDARD DEVIATION,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61107-020,FALSE
Std Dev Vt Wind Direction,61107,21,Continuous,INSTRUMENTAL,ARITH STD DEV LEVEL 1,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61107-021,FALSE
Std Dev Vt Wind Direction,61107,22,Continuous,INSTRUMENTAL,ARITH STD DEV LEVEL 2,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61107-022,FALSE
Std Dev Vt Wind Direction,61107,23,Continuous,INSTRUMENTAL,ARITH STD DEV LEVEL 3,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61107-023,FALSE
Std Dev Vt Wind Direction,61107,30,Continuous,INSTRUMENTAL,TVA AVERAGE SIGMA METER,MET,,,,1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61107-030,FALSE
Std Dev Vt Wind Direction,61107,31,Continuous,INSTRUMENTAL,TVA AVERAGE SIGMA METER LEVEL 1,MET,,,,1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61107-031,FALSE
Std Dev Vt Wind Direction,61107,32,Continuous,INSTRUMENTAL,TVA AVERAGE SIGMA METER LEVEL 2,MET,,,,1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61107-032,FALSE
Std Dev Vt Wind Direction,61107,33,Continuous,INSTRUMENTAL,TVA AVERAGE SIGMA METER LEVEL 3,MET,,,,1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61107-033,FALSE
Std Dev Vt Wind Direction,61107,34,Continuous,INSTRUMENTAL,TVA AVERAGE SIGMA METER LEVEL 4,MET,,,,1,0,360,1,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61107-034,FALSE
Vertical Wind Speed,61109,20,Continuous,Instrumental,Electronic or machine average,MET,,,,-20,-20,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61109-020,FALSE
Vertical Wind Speed,61109,21,Continuous,Instrumental,Electronic or machine average level 1,MET,,,,-20,-20,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61109-021,FALSE
Vertical Wind Speed,61109,22,Continuous,Instrumental,Electronic or machine average level 2,MET,,,,-20,-20,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61109-022,FALSE
Vertical Wind Speed,61109,23,Continuous,Instrumental,Electronic or machine average level 3,MET,,,,-20,-20,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61109-023,FALSE
Vertical Wind Speed,61109,66,Continuous,Instrumental,RM Young Ultrasonic Anemometer Model 81000,MET,,,,-20,-20,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61109-066,FALSE
Std Dev Vt Wind Speed,61110,20,Continuous,INSTRUMENTAL,ARITHMETIC STANDARD DEVIATION,MET,,,,0.1,0,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61110-020,FALSE
Std Dev Vt Wind Speed,61110,21,Continuous,INSTRUMENTAL,ARITH STD DEV LEVEL 1,MET,,,,0.1,0,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61110-021,FALSE
Std Dev Vt Wind Speed,61110,22,Continuous,INSTRUMENTAL,ARITH STD DEV LEVEL 2,MET,,,,0.1,0,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61110-022,FALSE
Std Dev Vt Wind Speed,61110,23,Continuous,INSTRUMENTAL,ARITH STD DEV LEVEL 3,MET,,,,0.1,0,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61110-023,FALSE
Std Dev Vt Wind Speed,61110,66,Continuous,Instrumental,RM Young Ultrasonic Anemometer Model 81000,MET,,,,0.1,0,90,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61110-066,FALSE
Std Dev Vt Wind Speed,61110,127,Continuous,INSTRUMENTAL,ACOUSTIC SOUNDER,MET,,,,0.1,0,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61110-127,FALSE
Std Dev Hz Wind Speed,61111,20,Continuous,INSTRUMENTAL,ARITHMETIC STANDARD DEVIATION,MET,,,,0.1,0,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61111-020,FALSE
Std Dev Hz Wind Speed,61111,21,Continuous,INSTRUMENTAL,ARITH STD DEV LEVEL 1,MET,,,,0.1,0,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61111-021,FALSE
Std Dev Hz Wind Speed,61111,22,Continuous,INSTRUMENTAL,ARITH STD DEV LEVEL 2,MET,,,,0.1,0,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61111-022,FALSE
Std Dev Hz Wind Speed,61111,23,Continuous,INSTRUMENTAL,ARITH STD DEV LEVEL 3,MET,,,,0.1,0,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61111-023,FALSE
Std Dev Hz Wind Speed,61111,63,Continuous,Instrumental,Climatronics,MET,,,,0.1,0,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61111-063,FALSE
Std Dev Hz Wind Speed,61111,64,Continuous,Instrumental,AutoMet,MET,,,,0.1,0,,1,R,Knots,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61111-064,FALSE
Vert Wind Direction,61112,50,Continuous,INSTRUMENTAL,ELECTRONIC OR MACHINE AVERAGE,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61112-050,FALSE
Vert Wind Direction,61112,51,Continuous,INSTRUMENTAL,ELEC. OR MACH. AVG. LEVEL 1,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61112-051,FALSE
Vert Wind Direction,61112,52,Continuous,INSTRUMENTAL,ELEC. OR MACH. AVG. LEVEL 2,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61112-052,FALSE
Vert Wind Direction,61112,53,Continuous,INSTRUMENTAL,ELEC. OR MACH. AVG. LEVEL 3,MET,,,,1,0,360,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61112-053,FALSE
Vert Wind Direction,61112,66,Continuous,Instrumental,RM Young Ultrasonic Anemometer Model 81000,MET,,,,1,-60,60,0,R,Degrees Compass,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,61112-066,FALSE
Atmospheric Stability,61120,101,Continuous,INSTRUMENTAL,ELECTRONIC OR MACHINE AVERAGE,MET,,,,1,0,,0,R,Pasquill-Gifford stability class,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61120-101,FALSE
Atmospheric Stability,61120,102,Continuous,INSTRUMENTAL,Standard Deviation of wind direction,MET,,,,1,0,,0,R,Pasquill-Gifford stability class,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61120-102,FALSE
Atmospheric Stability,61120,103,Continuous,INSTRUMENTAL,Delta temperature,MET,,,,1,0,,0,R,Pasquill-Gifford stability class,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61120-103,FALSE
Lapse Rate,61202,21,Continuous,Instrumental,Electronic or machine average level 2 - level 1,MET,,,,-100,-100,,1,R,Degrees Centigrade/100m,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61202-021,FALSE
Lapse Rate,61202,31,Continuous,Instrumental,Electronic or machine average level 3 - level 1,MET,,,,-100,-100,,1,R,Degrees Centigrade/100m,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61202-031,FALSE
Lapse Rate,61202,32,Continuous,Instrumental,Electronic or machine average level 3 - level 2,MET,,,,-100,-100,,1,R,Degrees Centigrade/100m,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61202-032,FALSE
Mixing Height,61301,11,Continuous,RADIOSONDE,CALCULATED,MET,,,,1,0,,0,R,Meters,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61301-011,FALSE
Mixing Height,61301,12,Continuous,INSTRUMENTAL,MONOSTATIC ACOUSTIC RADAR,MET,,,,1,0,,0,R,Meters,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61301-012,FALSE
Mixing Height,61301,13,Continuous,INSTRUMENTAL,ACOUSTIC SOUNDER,MET,,,,30,0,,0,R,Meters,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61301-013,FALSE
Mixing Height,61301,127,Continuous,Instrumental,ACOUSTIC SOUNDER,MET,,,,1,0,,0,R,Meters,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61301-127,FALSE
Mixing Height,61301,128,Continuous,Instrumental,Optical Scattering Ceilometer,MET,,,,1,,,0,R,Meters,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61301-128,FALSE
Mixing Speed,61302,11,Continuous,RADIOSONDE,CALCULATED,MET,,,,1,0,,0,R,Meters/second,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,61302-011,FALSE
Outdoor Temperature,62101,20,Continuous,INSTRUMENTAL,SPOT READING,MET,,,,-60,-60,150,0,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62101-020,FALSE
Outdoor Temperature,62101,21,Continuous,INSTRUMENTAL,SPOT READING LEVEL 1,MET,,,,-60,-60,150,0,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62101-021,FALSE
Outdoor Temperature,62101,22,Continuous,INSTRUMENTAL,SPOT READING LEVEL 2,MET,,,,-60,-60,150,0,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62101-022,FALSE
Outdoor Temperature,62101,23,Continuous,INSTRUMENTAL,SPOT READING LEVEL 3,MET,,,,-60,-60,150,0,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62101-023,FALSE
Outdoor Temperature,62101,30,Continuous,Instrumental,TVA Last 5-min. average,MET,,,,-60,-60,150,0,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62101-030,FALSE
Outdoor Temperature,62101,31,Continuous,Instrumental,TVA Last 5-min. average level 1,MET,,,,-60,-60,150,0,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62101-031,FALSE
Outdoor Temperature,62101,32,Continuous,Instrumental,TVA Last 5-min. average level 2,MET,,,,-60,-60,150,0,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62101-032,FALSE
Outdoor Temperature,62101,33,Continuous,Instrumental,TVA Last 5-min. average level 3,MET,,,,-60,-60,150,0,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62101-033,FALSE
Outdoor Temperature,62101,34,Continuous,Instrumental,TVA Last 5-min. average level 4,MET,,,,-60,-60,150,0,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62101-034,FALSE
Outdoor Temperature,62101,40,Continuous,INSTRUMENTAL,ELECTRONIC OR MACHINE AVG.,MET,,,,-60,-60,150,0,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62101-040,FALSE
Outdoor Temperature,62101,41,Continuous,INSTRUMENTAL,ELEC. OR MACH. AVG. LEVEL 1,MET,,,,-60,-60,150,0,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62101-041,FALSE
Outdoor Temperature,62101,42,Continuous,INSTRUMENTAL,ELEC. OR MACH. AVG. LEVEL 2,MET,,,,-60,-60,150,0,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62101-042,FALSE
Outdoor Temperature,62101,43,Continuous,INSTRUMENTAL,ELEC. OR MACH. AVG. LEVEL 3,MET,,,,-60,-60,150,0,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62101-043,FALSE
Outdoor Temperature,62101,44,Continuous,Instrumental,Electronic or machine average level 4,MET,,,,-60,-60,150,0,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62101-044,FALSE
Outdoor Temperature,62101,50,Continuous,Instrumental,Visual average,MET,,,,-60,-60,150,0,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62101-050,FALSE
Outdoor Temperature,62101,51,Continuous,Instrumental,Visual average level 1,MET,,,,-60,-60,150,0,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62101-051,FALSE
Outdoor Temperature,62101,52,Continuous,Instrumental,Visual average level 2,MET,,,,-60,-60,150,0,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62101-052,FALSE
Outdoor Temperature,62101,53,Continuous,Instrumental,VIsual average level 3,MET,,,,-60,-60,150,0,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62101-053,FALSE
Outdoor Temperature,62101,59,Continuous,Instrumental,Vaisala HMP 155,MET,,,,-60,,,1,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62101-059,FALSE
Outdoor Temperature,62101,59,Continuous,Instrumental,Vaisala HMP 155,MET,,,,-60,,,1,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62101-059,FALSE
Outdoor Temperature,62101,60,Continuous,Instrumental,Vaisala 435C RH/AT Sensor,MET,,,,-60,-60,150,1,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62101-060,FALSE
Outdoor Temperature,62101,61,Continuous,Instrumental,Met One 083D,MET,,,,0.1,-60,150,1,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62101-061,FALSE
Outdoor Temperature,62101,62,Continuous,Instrumental,R & P TEOM 1400ab,MET,,,,0.5,-60,150,1,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62101-062,FALSE
Outdoor Temperature,62101,63,Continuous,Instrumental,Rotronic HC2-S3,MET,,,,-58,-58,212,0,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62101-063,FALSE
Outdoor Temperature,62101,66,Continuous,Instrumental,Virtual Temperature,MET,,,,0.1,,,1,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62101-066,FALSE
Outdoor Temperature,62101,69,Continuous,Instrumental,Met One AIO2 Sonic Weather Sensor,MET,,,,-60,-60,150,1,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62101-069,FALSE
Outdoor Temperature,62101,101,Continuous,Instrumental Hygrothermograph,Manual reduction of graph trace,MET,,,,-60,-60,150,0,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62101-101,FALSE
Outdoor Temperature,62101,803,Continuous,Instrumental,Off Site temperature sensor,MET,,,,-60,-60,150,1,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62101-803,FALSE
Virtual Temperature,62102,66,Continuous,RM Young 81000,Sonic Temperature,MET,,,,-60,,,1,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,62102-066,FALSE
Virtual Temperature,62102,128,Continuous,RADAR PROFILER,RADAR PROFILER,MET,,,,-60,-60,150,0,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,62102-128,FALSE
Dew Point,62103,20,Continuous,INSTRUMENTAL,SPOT READING,MET,,,,0.1,-40,,0,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62103-020,FALSE
Dew Point,62103,21,Continuous,INSTRUMENTAL,SPOT READING LEVEL 1,MET,,,,0.1,-40,,0,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62103-021,FALSE
Dew Point,62103,22,Continuous,INSTRUMENTAL,SPOT READING LEVEL 2,MET,,,,0.1,-40,,0,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62103-022,FALSE
Dew Point,62103,23,Continuous,INSTRUMENTAL,SPOT READING LEVEL 3,MET,,,,0.1,-40,,0,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62103-023,FALSE
Dew Point,62103,30,Continuous,Instrumental,TVA Last 5-min. average,MET,,,,0.1,-40,,1,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62103-030,FALSE
Dew Point,62103,31,Continuous,Instrumental,TVA Last 5-min. average level 1,MET,,,,0.1,-40,,1,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62103-031,FALSE
Dew Point,62103,32,Continuous,Instrumental,TVA Last 5-min. average level 2,MET,,,,0.1,-40,,1,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62103-032,FALSE
Dew Point,62103,33,Continuous,Instrumental,TVA Last 5-min. average level 3,MET,,,,0.1,-40,,1,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62103-033,FALSE
Dew Point,62103,34,Continuous,Instrumental,TVA Last 5-min. average level 4,MET,,,,0.1,-40,,1,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62103-034,FALSE
Dew Point,62103,40,Continuous,INSTRUMENTAL,ELECTRONIC OR MACHINE AVG.,MET,,,,-20,-40,,0,R,Degrees Fahrenheit,,,,,,,,,,,,,,,,,,,,,MET,,,,,PAMS,,,,,,,,,,,,,,,,,,,,,,62103-040,FALSE
